caseid,midprice
143,3.354907435684599
144,3.3634166256206615
145,3.3565667105602377
146,3.354866731661374
147,3.352816757107559
148,3.351860776999585
149,3.34706682851417
150,3.3494167993273676
151,3.359716671495873
152,3.359716671498352
153,3.3592166776996093
154,3.362216640495269
155,3.3585666857618395
156,3.3599061701530744
157,3.3685165624415796
158,3.364316614475616
159,3.3662165909326425
160,3.3642166157139908
161,3.359316676430549
162,3.359616672739063
163,3.356016717393624
164,3.3545167360090344
165,3.3553167260812895
166,3.3582166900973056
167,3.357416700027709
168,3.3624166380254867
169,3.3584166876235724
170,3.352816757102594
171,3.35041678690843
172,3.3467168328651526
173,3.3448168564753904
174,3.346066840941805
175,3.3461168403204105
176,3.3424168863118897
177,3.345416849021667
178,3.348814752044128
179,3.3484168117481596
180,3.3496167968414445
181,3.345416849021667
182,3.3404169111813355
183,3.345416849021667
184,3.3484168117481596
185,3.35041678690843
186,3.3494167993273676
187,3.3602166652987977
188,3.362616635534459
189,3.3669165822597944
190,3.3618666448407155
191,3.3624166380254867
192,3.3607940942445604
193,3.359516673980039
194,3.3616166479388996
195,3.359916669017731
196,3.36541660084628
197,3.359016680180862
198,3.3584166876235724
199,3.3562167149118833
200,3.354716733525499
201,3.352416762076113
202,3.353616747178293
203,3.3542167397313754
204,3.354416737238792
205,3.3522167645570247
206,3.353616747178293
207,3.3534167496552842
208,3.3554167248415223
209,3.354815708921556
210,3.354416737251203
211,3.3485668098761963
212,3.3486799625187174
213,3.3484168117481596
214,3.351266776350035
215,3.3509167806965516
216,3.348633187107112
217,3.3472168266535696
218,3.3464168365953078
219,3.3464168365953078
220,3.345416849021667
221,3.3424168863118897
222,3.3442168639337595
223,3.3442168639337595
224,3.3428168813359096
225,3.3442168639337595
226,3.348366812365863
227,3.349466798702371
228,3.3466668334851257
229,3.3424668856651034
230,3.3370169534735012
231,3.337858614962068
232,3.339516922353995
233,3.3404169111813355
234,3.3434168738799563
235,3.3423168875540665
236,3.3425168850674947
237,3.3439168676615796
238,3.348216814230553
239,3.3571667031096464
240,3.3540167421809643
241,3.3514167744913457
242,3.3496167968414445
243,3.350766782556621
244,3.36571659712667
245,3.3672165785372954
246,3.3726665110430685
247,3.368716559965686
248,3.3675165748295783
249,3.367634993244805
250,3.3693165525338653
251,3.3756164745587856
252,3.374366490026386
253,3.3701665420110634
254,3.3668614081271864
255,3.3622666398836123
256,3.3615166491813673
257,3.3617166467004176
258,3.3572718251299185
259,3.354416737251203
260,3.3538667440745535
261,3.351616772007407
262,3.3533167509028705
263,3.352416762076113
264,3.352716758349297
265,3.349616796841444
266,3.345016853984776
267,3.344716857718613
268,3.3385863792854966
269,3.330117039374432
270,3.3345169845884897
271,3.3324170107336486
272,3.33101716636454
273,3.3314170231860842
274,3.321117151549994
275,3.3205171590273204
276,3.321427264967468
277,3.332317011960878
278,3.3307170319012878
279,3.3263670860867185
280,3.327417073014532
281,3.3278772939705625
282,3.3293170493411663
283,3.33289729032281
284,3.3364169609425733
285,3.338166939162609
286,3.337516947254141
287,3.3372669503564527
288,3.3387674843055795
289,3.3374169484994685
290,3.337516947254141
291,3.3374169484994685
292,3.339616921121746
293,3.3492668011766744
294,3.351909107771173
295,3.3522167645545418
296,3.3517699458174297
297,3.3494167993273676
298,3.3514167744913457
299,3.3474168241708058
300,3.3469168303797185
301,3.3470168291374023
302,3.345416849021667
303,3.346316837836741
304,3.346816831621059
305,3.3404169111813355
306,3.339416923618851
307,3.3404169111813355
308,3.340966904341217
309,3.341716895012738
310,3.3407169074478333
311,3.354616734767133
312,3.3534167496627325
313,3.347916817956145
314,3.345116852747327
315,3.3425168850674947
316,3.3414168987456825
317,3.339416923618851
318,3.341816893766471
319,3.3404169111813355
320,3.34561684653053
321,3.3471168278903827
322,3.3455168477778296
323,3.345416849021667
324,3.3439168676615796
325,3.342768113339072
326,3.342950716361025
327,3.3397169198847894
328,3.336722135367362
329,3.339916917396751
330,3.339416923618851
331,3.3424168863118897
332,3.3445168602058586
333,3.245418101103949
334,3.2467680841442688
335,3.2590179297287825
336,3.257671514374626
337,3.2551330562505303
338,3.2623178882194264
339,3.258617934749947
340,3.2608179070990753
341,3.266567834752274
342,3.268567809595826
343,3.2638178693453765
344,3.2602179146529053
345,3.2627178831766948
346,3.256804991264366
347,3.251968018567698
348,3.252318014154105
349,3.2562679643924812
350,3.2556179725784675
351,3.2579679429813972
352,3.2637178706039314
353,3.263667871232367
354,3.2624178869646294
355,3.2689178052018772
356,3.267917817776579
357,3.265417849220185
358,3.2612179020652516
359,3.2614178995499663
360,3.259617922206423
361,3.255963116763301
362,3.2538266673108596
363,3.2559179688006887
364,3.254317988955226
365,3.2474180759477
366,3.242667450653276
367,3.2334327679743273
368,3.234818235028002
369,3.2294161391662177
370,3.2338182476669215
371,3.234518238821369
372,3.2329530187530984
373,3.2348833899764218
374,3.22396837225242
375,3.2281183197439605
376,3.222068396321341
377,3.207756691660959
378,3.2100685484181573
379,3.207168585211045
380,3.2142684951507183
381,3.214418493252834
382,3.214418493252834
383,3.2134185059318017
384,3.206218597266484
385,3.20793525108632
386,3.2064185947398727
387,3.200458061678881
388,3.1962187243176046
389,3.194818742110542
390,3.196418721776874
391,3.199798808486303
392,3.201718654419886
393,3.2028186404453898
394,3.204418620131409
395,3.211218533825375
396,3.215418480575837
397,3.2134185059318017
398,3.212118522407138
399,3.2101185477837366
400,3.209618554127852
401,3.213868010659419
402,3.2084185693562555
403,3.207718578229342
404,3.203768628382792
405,3.203468632193608
406,3.2014186582335733
407,3.198718692522868
408,3.202718641717777
409,3.2047542442567085
410,3.1997539097624874
411,3.1984186963535937
412,3.193518758653616
413,3.192418772647304
414,3.1919187790032595
415,3.1841688776662447
416,3.1789189445675277
417,3.173719010877541
418,3.1791189420183636
419,3.1721590290851926
420,3.1685681656349343
421,3.1586817287168816
422,3.1561692351181536
423,3.153319271575458
424,3.1595191922658903
425,3.160719176925107
426,3.1638191372925757
427,3.1740190070597527
428,3.1757689847322643
429,3.185518860455418
430,3.1792189407441938
431,3.1893688114533214
432,3.1990686880812707
433,3.1929561009576557
434,3.1917187815502346
435,3.1875924692687914
436,3.194389346866542
437,3.192418772647304
438,3.190918791728751
439,3.190968791092874
440,3.18741883628018
441,3.1860188541032706
442,3.1845188732089706
443,3.184842553705607
444,3.184318875756482
445,3.1825688980479176
446,3.1923187739132395
447,3.1956187319463774
448,3.191118789184384
449,3.193268761830825
450,3.1907687936393367
451,3.1887188197281615
452,3.186668845801242
453,3.183268889115511
454,3.18171890887989
455,3.178955261518763
456,3.1775689617818097
457,3.178868945205309
458,3.1764189764484168
459,3.16646910342671
460,3.16481912451974
461,3.1667690996115776
462,3.1641691328268062
463,3.162069159666993
464,3.1738190095942493
465,3.175918982822273
466,3.1768189713440815
467,3.172719023647766
468,3.1739190083354765
469,3.1749689949403934
470,3.18146891206426
471,3.185868856007302
472,3.192768768173212
473,3.199018688720027
474,3.202618642976468
475,3.2050186125107034
476,3.209418556667413
477,3.214068497688949
478,3.2173184564912995
479,3.218568440653612
480,3.2239145951755206
481,3.224918360239386
482,3.221868398853712
483,3.220068421651118
484,3.220118421015783
485,3.220418417220404
486,3.224418366571459
487,3.234018245138982
488,3.2353182287111704
489,3.2307340253031973
490,3.2287683115244485
491,3.2285683140550763
492,3.2279683216452777
493,3.2285683140550763
494,3.232268267256528
495,3.2311182817977238
496,3.2249183602343234
497,3.223218381755753
498,3.2236640339202105
499,3.2273183298694765
500,3.228768311522551
501,3.2318182729506266
502,3.236768210388198
503,3.2355991145402916
504,3.230318291920435
505,3.226868335545228
506,3.2265183399922006
507,3.228668312786148
508,3.2312182805357454
509,3.2326682622012837
510,3.2349182337615634
511,3.2344182400863684
512,3.244168116936851
513,3.245668098013248
514,3.2408681586043815
515,3.2356208677558578
516,3.236718211020445
517,3.2366182122845095
518,3.234018245138982
519,3.237868196493472
520,3.24271813524446
521,3.2394181769171455
522,3.236768210388198
523,3.2338182476669215
524,3.2344182400863684
525,3.231369144523776
526,3.2305010392809725
527,3.220918410884401
528,3.230618288125615
529,3.2324682647201426
530,3.2201684203792484
531,3.217847089119037
532,3.219118433679721
533,3.2191684330532238
534,3.22426836845817
535,3.2262183437775347
536,3.231018283066298
537,3.2360493922768647
538,3.2377181983865553
539,3.2362182173378056
540,3.238418189547089
541,3.234918233759036
542,3.2324182653677287
543,3.2288183108908557
544,3.2288183108908557
545,3.227418328605364
546,3.224918360239386
547,3.2252183564307595
548,3.2247183627713967
549,3.226668338093177
550,3.2220683963219745
551,3.218218445088704
552,3.217468454592604
553,3.220518415950757
554,3.220018422273854
555,3.221018409618018
556,3.220418417220404
557,3.2229568675568396
558,3.224118370367015
559,3.222318393149498
560,3.216618465364016
561,3.2191184336854217
562,3.2190684343189555
563,3.2182184450836355
564,3.219268431773829
565,3.213518504662675
566,3.212468517978363
567,3.214418493252834
568,3.2101185477761236
569,3.206018599806884
570,3.201618655691476
571,3.203418632830147
572,3.205418607434651
573,3.206890097960908
574,3.2084185693562555
575,3.2080185744267626
576,3.2064185947398727
577,3.2087185655454618
578,3.2098685509533538
579,3.2119127656860016
580,3.2103185452480036
581,3.207468581405856
582,3.2048899322031748
583,3.205418607434651
584,3.208468568720212
585,3.214018498321776
586,3.2149362546116733
587,3.210418543980548
588,3.2102185465157325
589,3.20793525108632
590,3.210418543980548
591,3.213718502125242
592,3.2084185693562555
593,3.209168559834839
594,3.2066185921991237
595,3.2073185833151237
596,3.2076185795022805
597,3.202868639809298
598,3.203418632830147
599,3.205418607434651
600,3.203418632830147
601,3.200718667123978
602,3.1975687071549417
603,3.196418721776874
604,3.1970187141460036
605,3.192418772647304
606,3.1918187802775644
607,3.1938187548359784
608,3.197218711604573
609,3.194518745935212
610,3.193518758653616
611,3.1906687949110712
612,3.1898876475224722
613,3.190418798094471
614,3.1900188031818066
615,3.18741883628018
616,3.1869188426430277
617,3.1877516435509183
618,3.1879560442517314
619,3.1854188617473036
620,3.1849188681115126
621,3.200668667717912
622,3.202118649336264
623,3.203218635358576
624,3.197218711604573
625,3.194018752289714
626,3.196468721136459
627,3.195018739574849
628,3.197018714146639
629,3.1961187255883816
630,3.196568719867277
631,3.208718565546731
632,3.2209184108824993
633,3.221887005658066
634,3.2230183842894435
635,3.223868373524679
636,3.2225683899913915
637,3.222118395683037
638,3.224168369728977
639,3.2164184678982775
640,3.2152184831090507
641,3.2142184957845394
642,3.2134185059318017
643,3.2103185452480036
644,3.211918524950784
645,3.207418582047076
646,3.202518644259565
647,3.204418620131409
648,3.202518644254484
649,3.1964187217743314
650,3.19806870079952
651,3.1989186899958386
652,3.197468708428373
653,3.198968689361394
654,3.203418632830147
655,3.199518682373035
656,3.194918740846373
657,3.1928187675506856
658,3.1908187930013456
659,3.1914187853698914
660,3.1892688127269895
661,3.1959187281282144
662,3.194518745931398
663,3.1965687198685493
664,3.197668705884326
665,3.195118738300421
666,3.191218787907522
667,3.188418823549615
668,3.185268863644892
669,3.185918855379773
670,3.18646884837387
671,3.188318824821436
672,3.187718832458127
673,3.190418798094471
674,3.1869188426430277
675,3.18651884773825
676,3.1881188273633554
677,3.188418823549615
678,3.192418772647304
679,3.1956187319463774
680,3.196618719232154
681,3.195668731310587
682,3.194318748471103
683,3.1906187955473597
684,3.1891188146367324
685,3.1869188426430277
686,3.183718883397333
687,3.1829688929309334
688,3.178118954762438
689,3.1754189892030094
690,3.1754189892030094
691,3.1757689847335393
692,3.1759189828229113
693,3.17531899047233
694,3.16661910152554
695,3.1639191360222303
696,3.1652191194127024
697,3.161419167978631
698,3.1563192332012178
699,3.158169209532055
700,3.1658191117412544
701,3.1696190632172425
702,3.1727190236401093
703,3.167319092585613
704,3.1645900862831278
705,3.1643191309129337
706,3.1596191909715357
707,3.164719125795911
708,3.1654691162192123
709,3.1646691264321825
710,3.1645691277183503
711,3.158748151142625
712,3.1558192395966174
713,3.1552192472750926
714,3.158419206339159
715,3.1595191922703667
716,3.164219132189844
717,3.164219132189844
718,3.208867659308908
719,3.2035047873490905
720,3.2006686677579324
721,3.1964347940867905
722,3.1930687643735722
723,3.18850173463882
724,3.1908187930013456
725,3.189518809539516
726,3.188818818452347
727,3.185418861742209
728,3.183818882123701
729,3.184842553705607
730,3.1779605336278296
731,3.1732690166308792
732,3.1673690919402198
733,3.17031905427644
734,3.1700190581094776
735,3.1772189662345833
736,3.177018968788463
737,3.172919021092539
738,3.173419014718222
739,3.176418976435664
740,3.1839008994180844
741,3.1876160231782267
742,3.1917187815476895
743,3.1934467097933954
744,3.1953187357619224
745,3.1886188209940665
746,3.185218864292418
747,3.184118878302545
748,3.1807065518816167
749,3.1829688929513185
750,3.1819674345737665
751,3.178750478823205
752,3.176618973895699
753,3.1757689847284385
754,3.174519000682713
755,3.176368977075609
756,3.1760189815335598
757,3.1764189764484168
758,3.171719036409794
759,3.167419091312137
760,3.167919084923349
761,3.1638191373002433
762,3.1595191922703667
763,3.1596691903461998
764,3.16126916988213
765,3.165719113024251
766,3.1654191168595607
767,3.1634191424150555
768,3.1604191807634496
769,3.158219208895128
770,3.151919289512981
771,3.1511692991144065
772,3.1478828178218476
773,3.1500193138425883
774,3.1422933482348543
775,3.1362694901295036
776,3.1389279420849774
777,3.1402694388047347
778,3.142269413159095
779,3.1363830010653952
780,3.1318195472661587
781,3.127719599939364
782,3.1352195035732273
783,3.156219234434325
784,3.156019237037629
785,3.163669139216183
786,3.168817499950403
787,3.1699190593860056
788,3.1687690740555543
789,3.1654191168595607
790,3.164419129636299
791,3.1638191372976876
792,3.1628848006187975
793,3.174319003234234
794,3.1699190593860056
795,3.175718985373742
796,3.1777689592290437
797,3.1869526147811875
798,3.1892188133645623
799,3.184932834712293
800,3.1857188579221414
801,3.1816189101548336
802,3.185618859193099
803,3.188618821001705
804,3.1879188299114656
805,3.1916687821812646
806,3.1853188630197233
807,3.183418887222422
808,3.182168903146365
809,3.179418938196679
810,3.1789189445675277
811,3.1786189483933374
812,3.180618922898998
813,3.1784189509452516
814,3.1549771701790323
815,3.146169363163372
816,3.1384694618972824
817,3.1415194227717276
818,3.1380194676716147
819,3.1491693247193093
820,3.1414285976002123
821,3.1418194189277555
822,3.136569486281674
823,3.143219400964891
824,3.145069377256474
825,3.1424694105949804
826,3.1384694618934326
827,3.136619485639221
828,3.137419475374533
829,3.142219413796931
830,3.1281542105470215
831,3.133976509508775
832,3.1427194073755267
833,3.1416105642154672
834,3.141952589091023
835,3.1464193599586263
836,3.143158037347284
837,3.1414194240604445
838,3.1374194753694
839,3.14393834648176
840,3.1525214238332477
841,3.1485693324056307
842,3.143419398415651
843,3.142219413799496
844,3.13701948050466
845,3.139905438569684
846,3.1364194882081646
847,3.135881996315828
848,3.138716206026307
849,3.135905080202232
850,3.1355194997564615
851,3.1307195613943426
852,3.1306695620340608
853,3.13331952799593
854,3.129119581953029
855,3.1326195369739587
856,3.1315195511143363
857,3.1307195613975547
858,3.1229696610130193
859,3.126419616657181
860,3.1320195446973846
861,3.130219567820334
862,3.132419539563165
863,3.1297195742436283
864,3.1296195755265495
865,3.130419565252959
866,3.138969455481665
867,3.1364194882081646
868,3.134469513239345
869,3.1320195446935313
870,3.1314494861200095
871,3.128419590950962
872,3.1278695980132816
873,3.1287695864506166
874,3.126519615369875
875,3.124319643656404
876,3.126419616657181
877,3.1233811443772277
878,3.1235196539272874
879,3.1257696250108684
880,3.126919610216359
881,3.132819534415402
882,3.1347195100273404
883,3.129419578100935
884,3.1290695825911117
885,3.1286695877336044
886,3.128919584522479
887,3.1266696134413654
888,3.125419629513373
889,3.1258587642659714
890,3.1247196385112317
891,3.1267196127980252
892,3.1253696301533758
893,3.1207196899623435
894,3.1206196912496873
895,3.1164197453014815
896,3.118419719564368
897,3.1168197401559734
898,3.121819675809616
899,3.1228196629466587
900,3.1208805552262993
901,3.117119736296543
902,3.113878068179152
903,3.114905629517056
904,3.113019789098262
905,3.114419771067459
906,3.1073554001185375
907,3.10771985740658
908,3.110419822603635
909,3.1092198380688854
910,3.1067198703013985
911,3.0824701835807744
912,3.0769585194826576
913,3.087270121518411
914,3.0934200420029563
915,3.103205531458128
916,3.100819946422721
917,3.0980199825710337
918,3.0986049262484263
919,3.0967413751453017
920,3.0948325567608537
921,3.0976699870920443
922,3.1010199438353303
923,3.0953700167953806
924,3.094570027138348
925,3.0900200859468283
926,3.086170135750252
927,3.0808702043515606
928,3.0811702004713646
929,3.079820217953713
930,3.0832701732834265
931,3.0836701681036027
932,3.087983667871592
933,3.0933700426488455
934,3.1017699341452984
935,3.117169735650867
936,3.112419796828186
937,3.1182197221289543
938,3.1133197852328713
939,3.122985158381981
940,3.125919623081806
941,3.1237457181985713
942,3.1193197079692707
943,3.123219657791892
944,3.1214196809587222
945,3.1315195511188323
946,3.129719574244271
947,3.1239196487983047
948,3.1239253739707524
949,3.1268808963788417
950,3.119019711838665
951,3.1177197285671707
952,3.1157885064947393
953,3.114119774928819
954,3.1174197324370416
955,3.1169197388735106
956,3.108419848384148
957,3.110419822603635
958,3.110419822603635
959,3.110419822603635
960,3.1117198058461053
961,3.113119787807802
962,3.1149697639397456
963,3.123669652014571
964,3.126319617941551
965,3.1247196385112317
966,3.121619678380397
967,3.132119543411487
968,3.132719535704495
969,3.138919456124712
970,3.147969340101269
971,3.1465193586811844
972,3.144519384311416
973,3.1501193125597293
974,3.1547192536677686
975,3.1563192331961
976,3.1666191014872203
977,3.1731690178990974
978,3.1728690217321995
979,3.1711190440679773
980,3.1751689923886226
981,3.174469001316344
982,3.1767689719758248
983,3.1804689248125486
984,3.1874688356433176
985,3.1890188159040878
986,3.1928687669123277
987,3.191418785367347
988,3.186718845190089
989,3.1856188591981938
990,3.1877688318223134
991,3.184018879575989
992,3.1876188337325067
993,3.187718832458127
994,3.195718730669144
995,3.1912083071197883
996,3.1892188133645627
997,3.188618821002341
998,3.189518809547152
999,3.1977187052481675
1000,3.192118776461199
